"","site","provenience","group.prov","site.prov","C14.mean","C14.sd","C14.cv","uncal.date.bp","lab.num","attribution","material","calib.curve"
"766","Mirón","Niche A","Niche A","Mirón Niche A",16600,90,0.005,"16600±90","GX-30398","L Magdalenian","bone collagen","intcal13"
"767","Mirón","pendiente interior (same as Flowstone?)","pendiente interior","Mirón pendiente interior",10390,50,0.005,"10390±50","GX-27251c","Azilian","tooth","intcal13"
"768","Mirón","pendiente interior (same as Flowstone?)","pendiente interior","Mirón pendiente interior",10740,40,0.004,"10740±40","GX-27521a","Azilian","tooth","intcal13"
"769","Mirón","trinchera/308/16","trinchera/308/16","Mirón trinchera/308/16",12350,180,0.015,"12350±180","GX-28210","U Magdalenian","charcoal","intcal13"
"770","Mirón","trinchera/P6/305/9","trinchera/P6/305/9","Mirón trinchera/P6/305/9",10270,50,0.005,"10270±50","GX-24467","Azilian","charcoal","intcal13"
"771","Molino","conchero","conchero","Molino conchero",6611,1093,0.165,"6611±1093","MOL-1","Mesolithic/Neolithic?","AAR date","intcal13"
"772","Morín","10","10","Morín 10",26660,577,0.022,"26660±577","SI-952","EUP/Chât","charcoal","intcal13"
"773","Morín","10","10","Morín 10",29380,260,0.009,"29380±260","GrA-33891","EUP/Chat","charcoal","intcal13"
"774","Morín","10","10","Morín 10",35874,6777,0.189,"35874±6777","WSU-500","EUP/Chât","charcoal","intcal13"
"775","Morín","11","11","Morín 11",11785,55,0.005,"11785±55","UGA-14585","Azilian","bone collagen","intcal13"
"776","Morín","27 (conchero)","27 (conchero)","Morín 27 (conchero)",9000,150,0.017,"9000±150","I-5150","post-Azilian",NA,"intcal13"
"777","Morín","4","4","Morín 4",26680,360,0.013,"26680±360","OxA-19084","Gravetian/Noail?","bone","intcal13"
"778","Morín","4","4","Morín 4",28450,260,0.009,"28450±260","GrA-33823","Gravetian/Noail?","bone","intcal13"
"779","Morín","4>6?","4>6?","Morín 4>6?",15683,1800,0.115,"15683±1800","WSU-501","Aurignacian","charcoal","intcal13"
"780","Morín","5 (top)","5 (top)","Morín 5 (top)",20710,340,0.016,"20710±340","Poz-66758","Gravetian","charcoal","intcal13"
"781","Morín","6>9?","6>9?","Morín 6>9?",25953,1600,0.062,"25953±1600","SI-955A","arch Aurignacian","charcoal","intcal13"
"782","Morín","7","7","Morín 7",27238,1535,0.056,"27238±1535","SI-956","arch Aurignacian/Aurignacian","charcoal","intcal13"
"783","Morín","7","7","Morín 7",28655,840,0.029,"28655±840","SI-955C","arch Aurignacian/Aurignacian","charcoal","intcal13"
"784","Morín","7","7","Morín 7",28700,900,0.031,"28700±900",NA,"arch Aurignacian/Aurignacian",NA,"intcal13"
"785","Morín","7","7","Morín 7",29515,840,0.028,"29515±840","GifA-96263","arch Aurignacian/Aurignacian",NA,"intcal13"
"786","Morín","7/6","7/6","Morín 7/6",30465,901,0.03,"30465±901",NA,"arch Aurignacian/Aurignacian 1",NA,"intcal13"
"787","Morín","7/6","7/6","Morín 7/6",31600,900,0.028,"31600±900","SI-954","arch Aurignacian/Aurignacian 1",NA,"intcal13"
"788","Morín","7/6","7/6","Morín 7/6",31740,865,0.027,"31740±865","SI-955B","arch Aurignacian/Aurignacian 1","charcoal","intcal13"
"789","Morín","8","8","Morín 8",27335,770,0.028,"27335±770","SI-952A","Proto/arch Aurignacian","charcoal","intcal13"
"790","Morín","8","8","Morín 8",36590,770,0.021,"36590±770","GifA-92263","Proto/arch Aurignacian","charcoal","intcal13"
"791","Morín","8","8","Morín 8",40060,350,0.009,"40060±350","SI-953","Proto/arch Aurignacian","charcoal","intcal13"
"792","Morín","8a","8a","Morín 8a",27335,735,0.027,"27335±735","SI-951","arch Aurignacian/Aurignacian 0","charcoal","intcal13"
"793","Morín","8a","8a","Morín 8a",27600,540,0.02,"27600±540","Poz-66759","arch Aurignacian/Aurignacian 0",NA,"intcal13"
"794","Morín","8a","8a","Morín 8a",27607,556,0.02,"27607±556","SI-952C","arch Aurignacian/Aurignacian 0","charcoal","intcal13"
"795","Morín","8a","8a","Morín 8a",27684,1324,0.048,"27684±1324","SI-3325","arch Aurignacian/Aurignacian 0","charcoal","intcal13"
"796","Morín","8a","8a","Morín 8a",28435,540,0.019,"28435±540","SI-952B","arch Aurignacian/Aurignacian 0",NA,"intcal13"
"797","Morín","9","9","Morín 9",33430,250,0.007,"33430±250","OxA-33891","arch Aurignacian","charcoal","intcal13"
"798","Mugarduia","1","1","Mugarduia 1",20240,2597,0.128,"20240±2597","MAD-4273","Gravetian","burnt flint (TL)","intcal13"
"799","Mugarduia","1","1","Mugarduia 1",28024,3616,0.129,"28024±3616","MAD-4274","Gravetian","burnt flint (TL)","intcal13"
"800","Mugarduia","1","1","Mugarduia 1",34862,3344,0.096,"34862±3344","MAD-4272","Gravetian","burnt flint (TL)","intcal13"
"801","Otero","1","1","Otero 1",11630,300,0.026,"11630±300","CINCDR-3468","Solutrean","charcoal","intcal13"
"802","Palomera","antorcha","antorcha","Palomera antorcha",15600,230,0.015,"15600±230","Gif-1721","L Magdalenian","charcoal","intcal13"
"803","Pareko Landa","I-Smk (=Arm k-5?)","I-Smk (=Arm k-5?)","Pareko Landa I-Smk (=Arm k-5?)",6650,130,0.02,"6650±130","GrN-22429","Mesolithic","charcoal","intcal13"
"804","Pareko Landa","I-Smk (hogar Smk-h2)","I-Smk (hogar Smk-h2)","Pareko Landa I-Smk (hogar Smk-h2)",7510,100,0.013,"7510±100","Grn-24782","Mesolithic","charcoal","intcal13"
"805","Peña","conchero","conchero","Peña conchero",6820,1065,0.156,"6820±1065","PEÑA-1","?","AAR date","intcal13"
"806","Peña de Candamo","Aurignacianoch 11","Aurignacianoch 11","Peña de Candamo Aurignacianoch 11",10810,100,0.009,"10810±100","GifA-96137","LUP art","pigment","intcal13"
"807","Peña de Candamo","Aurignacianoch 13","Aurignacianoch 13","Peña de Candamo Aurignacianoch 13",20790,270,0.013,"20790±270","GifA-12091","LUP art","pigment","intcal13"
"808","Peña de Candamo","Aurignacianoch 15","Aurignacianoch 15","Peña de Candamo Aurignacianoch 15",15870,90,0.006,"15870±90","GX-27842","LUP art","pigment","intcal13"
"809","Peña de Candamo","Aurignacianoch 15","Aurignacianoch 15","Peña de Candamo Aurignacianoch 15",22400,210,0.009,"22400±210","GifA-11449","LUP art","pigment","intcal13"
"810","Peña de Candamo","Aurignacianoch 15","Aurignacianoch 15","Peña de Candamo Aurignacianoch 15",22620,260,0.011,"22620±260","GifA-12092","LUP art","pigment","intcal13"
"811","Peña de Candamo","Aurignacianoch 16","Aurignacianoch 16","Peña de Candamo Aurignacianoch 16",15160,60,0.004,"15160±60","GX-27841","LUP art","charcoal","intcal13"
"812","Peña de Candamo","bison 27","bison 27","Peña de Candamo bison 27",12260,100,0.008,"12260±100","GifA-98195","LUP art","pigment","intcal13"
"813","Peña de Candamo","bison 29","bison 29","Peña de Candamo bison 29",22590,280,0.012,"22590±280","GifA-98171","LUP art","pigment","intcal13"
"814","Peña de Candamo","black projections","black projections","Peña de Candamo black projections",16470,280,0.017,"16470±280","GifA-98193","LUP art","charcoal","intcal13"
"815","Peña de Candamo","deer 2","deer 2","Peña de Candamo deer 2",13870,120,0.009,"13870±120","GifA-98172","LUP art","pigment","intcal13"
"816","Peña de Candamo","doe","doe","Peña de Candamo doe",9150,140,0.015,"9150±140","GifA-98194","LUP art","pigment","intcal13"
"817","Peña de Candamo","floor","floor","Peña de Candamo floor",17340,70,0.004,"17340±70","Beta-286314","LUP art (Solutrean?)","charcoal","intcal13"
"818","Peña de Candamo","floor","floor","Peña de Candamo floor",18020,230,0.013,"18020±230","GifA-11450","LUP art","pigment","intcal13"
"819","Peña de Candamo","floor","floor","Peña de Candamo floor",18020,200,0.011,"18020±200","GifA-12994","LUP art","bone","intcal13"
"820","Peña de Candamo","humus Aurignacianoch 11","humus Aurignacianoch 11","Peña de Candamo humus Aurignacianoch 11",17180,310,0.018,"17180±310","GifA-96150","LUP art","charcoal","intcal13"
"821","Peña de Candamo","in Aurignacianochsen 15,16","in Aurignacianochsen 15,16","Peña de Candamo in Aurignacianochsen 15,16",32310,690,0.021,"32310±690","GifA-96138","LUP art","charcoal","intcal13"
"822","Peña de Candamo","in Aurignacianochsen 15,16","in Aurignacianochsen 15,16","Peña de Candamo in Aurignacianochsen 15,16",33910,840,0.025,"33910±840","GifA-98201","LUP art","charcoal","intcal13"
"823","Peña de Candamo","near Aurignacianoch 16","near Aurignacianoch 16","Peña de Candamo near Aurignacianoch 16",17560,60,0.003,"17560±60","Beta-286315","LUP art (Solutrean?)","bone","intcal13"
"824","Peña de Marañón","d","d","Peña de Marañón d",7890,120,0.015,"7890±120","BM-2363","Mesolithic",NA,"intcal13"
"825","Peña Oviedo","295 cm","295 cm","Peña Oviedo 295 cm",9290,50,0.005,"9290±50",NA,"?",NA,"intcal13"
"826","Pendueles","conchero","conchero","Pendueles conchero",7080,80,0.011,"7080±80","UBAR-793","Asturian","shell","marine13"
"827","Penicial","conchero","conchero","Penicial conchero",7972,885,0.111,"7972±885","PEN-1","Asturian","AAR date","intcal13"
"828","Penicial","conchero","conchero","Penicial conchero",8650,185,0.021,"8650±185","GaK-2906","Asturian","charcoal","intcal13"
"829","Penicial","estrato 20 cm","estrato 20 cm","Penicial estrato 20 cm",14183,1678,0.118,"14183±1678","PEN-2","Magdalenian","AAR date","intcal13"
"830","Pico Ramos","4","4","Pico Ramos 4",5860,65,0.011,"5860±65","UA-3051","Mesolithic/Neolithic?","bone","intcal13"
"831","Piélago","1","1","Piélago 1",10280,120,0.012,"10280±120","OxA-953","Azilian","antler","intcal13"
"832","Piélago","4","4","Piélago 4",10710,70,0.007,"10710±70","OxA-954","Azilian","bone","intcal13"
"833","Pindal","?","?","Pindal ?",10040,100,0.01,"10040±100","GifA-98199","LUP art","humic material","intcal13"
"834","Portugain","1","1","Portugain 1",10370,90,0.009,"10370±90","GrN-14097","Azilian","bone","intcal13"
"835","Poza l'Egua","2","2","Poza l'Egua 2",8550,80,0.009,"8550±80","TO-10222","Asturian","bone","intcal13"
"836","Praileaitz I","?","?","Praileaitz I ?",14700,100,0.007,"14700±100","GrA-20462","L Magdalenian","PAI B12.285","intcal13"
"837","Praileaitz I","?","?","Praileaitz I ?",15190,50,0.003,"15190±50","Beta-162880","L Magdalenian","PAI F10.269","intcal13"
"838","Praileaitz I","?","?","Praileaitz I ?",15300,100,0.007,"15300±100","GrA-24485","L Magdalenian","PAI F10.296","intcal13"
"839","Praileaitz I","?","?","Praileaitz I ?",15300,50,0.003,"15300±50",NA,"L Magdalenian","PAI F10.269","intcal13"
"840","Praileaitz I","?","?","Praileaitz I ?",15460,100,0.006,"15460±100","GrA-20464","L Magdalenian","PAI F10.269","intcal13"
"841","Praileaitz I","?","?","Praileaitz I ?",15810,110,0.007,"15810±110","GrA-24688","L Magdalenian","PAI F14.296","intcal13"
"842","Praileaitz I","?","?","Praileaitz I ?",17760,70,0.004,"17760±70","Beta-162879","L Magdalenian","PAI B10.298","intcal13"
"843","Praileaitz I","?","?","Praileaitz I ?",17850,70,0.004,"17850±70",NA,"L Magdalenian","PAI B10.298","intcal13"
"844","Quintana","conchero","conchero","Quintana conchero",7063,1858,0.263,"7063±1858","QUT-1","Mesolithic/Neolithic","AAR date","intcal13"
"845","Rascaño","1","1","Rascaño 1",10486,90,0.009,"10486±90","BM-1449","Azilian","carbon?","intcal13"
"846","Rascaño","1","1","Rascaño 1",10558,244,0.023,"10558±244","BM-1448","Azilian","bone (layer 1.3)","intcal13"
"847","Rascaño","1.2","1","Rascaño 1",10490,90,0.009,"10490±90",NA,"Azilian","carbon?","intcal13"
"848","Rascaño","1.3","1","Rascaño 1",10560,240,0.023,"10560±240",NA,"Azilian",NA,"intcal13"
"849","Rascaño","2","2","Rascaño 2",11500,400,0.035,"11500±400",NA,"U Magdalenian","charcoal","intcal13"
"850","Rascaño","2","2","Rascaño 2",12282,164,0.013,"12282±164","BM-1450","U Magdaleniani","bone","intcal13"
"851","Rascaño","2.3","2","Rascaño 2",12896,137,0.011,"12896±137","BM-1451","U Magdalenian","carbon?","intcal13"
"852","Rascaño","3","3","Rascaño 3",10486,90,0.009,"10486±90",NA,"evolved Magdalenian","carbon?","intcal13"
"853","Rascaño","3","3","Rascaño 3",12282,164,0.013,"12282±164",NA,"evolved Magdalenian","carbon?","intcal13"
"854","Rascaño","3","3","Rascaño 3",12896,137,0.011,"12896±137",NA,"evolved Magdalenian","carbon?","intcal13"
"855","Rascaño","3","3","Rascaño 3",15173,160,0.011,"15173±160","BM-1452","L Magdalenian","carbon?","intcal13"
"856","Rascaño","4","4","Rascaño 4",15988,193,0.012,"15988±193","BM-1453","L Magdalenian","bone","intcal13"
"857","Rascaño","5","5","Rascaño 5",16433,131,0.008,"16433±131","BM-1455","L Magdalenian","carbon?","intcal13"
"858","Rascaño","7","7","Rascaño 7",25657,1287,0.05,"25657±1287","BM-1456A","lower Aurignacian?","bone","intcal13"
"859","Rascaño","7","7","Rascaño 7",27200,950,0.035,"27200±950",NA,"lower Aurignacian?","carbon?","intcal13"
"860","Rascaño","7","7","Rascaño 7",29100,1400,0.048,"29100±1400","BM-1456","lower Aurignacian?","bone","intcal13"
"861","Santa Catalina","I","I","Santa Catalina I",10390,120,0.012,"10390±120",NA,"Azilian",NA,"intcal13"
"862","Santa Catalina","I","I","Santa Catalina I",10530,150,0.014,"10530±150",NA,"Azilian",NA,"intcal13"
"863","Santa Catalina","I","I","Santa Catalina I",10820,360,0.033,"10820±360",NA,NA,NA,"intcal13"
"864","Santa Catalina","I","I","Santa Catalina I",11170,70,0.006,"11170±70",NA,"Azilian",NA,"intcal13"
"865","Santa Catalina","II","II","Santa Catalina II",11150,80,0.007,"11150±80",NA,"Final Magdelenian",NA,"intcal13"
"866","Santa Catalina","II","II","Santa Catalina II",11460,420,0.037,"11460±420",NA,"Final Magdelenian/Azilian",NA,"intcal13"
"867","Santa Catalina","II","II","Santa Catalina II",12700,600,0.047,"12700±600",NA,"Final Magdelenian/Azilian",NA,"intcal13"
"868","Santa Catalina","III","III","Santa Catalina III",12345,85,0.007,"12345±85",NA,"Final Magdelenian/Azilian",NA,"intcal13"
"869","Santa Catalina","III","III","Santa Catalina III",12425,90,0.007,"12425±90",NA,"Final Magdelenian/Azilian",NA,"intcal13"
"870","Santa Marina","conchero","conchero","Santa Marina conchero",7945,776,0.098,"7945±776","STM-1","?","AAR date","intcal13"
"871","Santimamiñe","7","7","Santimamiñe 7",9470,400,0.042,"9470±400","Gif-130","post-Azilian",NA,"intcal13"
"872","Santimamiñe","Alrep","Alrep","Santimamiñe Alrep",12250,70,0.006,"12250±70",NA,"U/M Magdalenian",NA,"intcal13"
"873","Santimamiñe","Arep","Arep","Santimamiñe Arep",10060,60,0.006,"10060±60",NA,"Azilian",NA,"intcal13"
"874","Santimamiñe","Arep","Arep","Santimamiñe Arep",10100,60,0.006,"10100±60",NA,"Azilian",NA,"intcal13"
"875","Santimamiñe","Csn.Cnmr","Csn.Cnmr","Santimamiñe Csn.Cnmr",14650,80,0.005,"14650±80",NA,"L Magdalenian",NA,"intcal13"
"876","Santimamiñe","Csn.Cnmr","Csn.Cnmr","Santimamiñe Csn.Cnmr",14670,80,0.005,"14670±80",NA,"L Magdalenian",NA,"intcal13"
"877","Santimamiñe","Slnc","Slnc","Santimamiñe Slnc",12790,70,0.005,"12790±70",NA,"U/Fin Magdalenian",NA,"intcal13"
"878","Sierra Plana","1C","1C","Sierra Plana 1C",7550,190,0.025,"7550±190","UGRA-209","Asturian","charcoal","intcal13"
"879","Sierra Plana","paleoSolutrean","paleoSolutrean","Sierra Plana paleoSolutrean",6830,55,0.008,"6830±55","OxA-6916","Mesolithic","charcoal","intcal13"
"880","Sonrasa","conchero","conchero","Sonrasa conchero",7263,82,0.011,"7263±82","SON-1","Mesolithic?","AAR date","intcal13"
"881","Sopeña","II","II","Sopeña II",24300,170,0.007,"24300±170","Beta-198143","Gravetian","tooth","intcal13"
"882","Sopeña","III","III","Sopeña III",21020,100,0.005,"21020±100","Beta-198144","Gravetian","tooth","intcal13"
"883","Sopeña","X","X","Sopeña X",23550,180,0.008,"23550±180","Beta-198145","Gravetian","tooth","intcal13"
"884","Sopeña","XI","XI","Sopeña XI",32700,3400,0.104,"32700±3400","FT52en1+2","EUP","ESR EU","intcal13"
"885","Sopeña","XI","XI","Sopeña XI",32870,530,0.016,"32870±530","Beta-171157","EUP","bone","intcal13"
"886","Sopeña","XI","XI","Sopeña XI",34470,650,0.019,"34470±650","GrA-39760","EUP","bone","intcal13"
"887","Sopeña","XI","XI","Sopeña XI",40300,4800,0.119,"40300±4800","FT52en1+2","very EUP","ESR LU","intcal13"
"888","Sopeña","XI","XI","Sopeña XI",48600,6900,0.142,"48600±6900","FT52en1+2","very, very EUP","ESR RU","intcal13"
"889","Tarrerón","III","III","Tarrerón III",5780,120,0.021,"5780±120","I-4030","Mesolithic?","charcoal","intcal13"
"890","Tina 6","conchero","conchero","Tina 6 conchero",16317,1317,0.081,"16317±1317","TN6-1","L Magdalenian?","AAR date","intcal13"
"891","Tito Bustillo","?","?","Tito Bustillo ?",12400,220,0.018,"12400±220","KN-1584","Solutrean/Mag","charcoal","intcal13"
"892","Tito Bustillo","1a","1a","Tito Bustillo 1a",14220,180,0.013,"14220±180","CSIC-261","M/U Magdalenian","charcoal","intcal13"
"893","Tito Bustillo","1a","1a","Tito Bustillo 1a",14240,300,0.021,"14240±300","CSIC-154","M/U Magdalenian","charcoal","intcal13"
"894","Tito Bustillo","1a","1a","Tito Bustillo 1a",14250,300,0.021,"14250±300","CSIC-154","U Magdalenian","charcoal","intcal13"
"895","Tito Bustillo","1a","1a","Tito Bustillo 1a",15180,300,0.02,"15180±300","CSIC-155A","M/U Magdalenian","shell","marine13"
"896","Tito Bustillo","1a","1a","Tito Bustillo 1a",15400,300,0.019,"15400±300","CSIC-155B","M/U Magdalenian","shell","marine13"
"897","Tito Bustillo","1b","1b","Tito Bustillo 1b",14550,110,0.008,"14550±110","OxA-6260","Magdalenian","charcoal","intcal13"
"898","Tito Bustillo","1b/XIIC","1b/XIIC","Tito Bustillo 1b/XIIC",12850,90,0.007,"12850±90","OxA-6259","Magdalenian","?","intcal13"
"899","Tito Bustillo","1c","1c","Tito Bustillo 1c",13520,220,0.016,"13520±220","I-8332","U Magdalenian","bone","intcal13"
"900","Tito Bustillo","1c","1c","Tito Bustillo 1c",13870,220,0.016,"13870±220","I-8331","U Magdalenian","shell","marine13"
"901","Tito Bustillo","1c","1c","Tito Bustillo 1c",14350,320,0.022,"14350±320","CSIC-80","M/U Magdalenian","?","intcal13"
"902","Tito Bustillo","1c","1c","Tito Bustillo 1c",14440,100,0.007,"14440±100","OxA-6261","M/U Magdalenian","charcoal","intcal13"
"903","Tito Bustillo","1c","1c","Tito Bustillo 1c",14680,110,0.007,"14680±110","OxA-6262","M/U Magdalenian","charcoal","intcal13"
"904","Tito Bustillo","1c/2","1c","Tito Bustillo 1c",14930,70,0.005,"14930±70","GrN-12753","U Magdalenian",NA,"intcal13"
"905","Tito Bustillo","1c/3","1c","Tito Bustillo 1c",14890,410,0.028,"14890±410","OxA-6858","M/U Magdalenian","charcoal","intcal13"
"906","Tito Bustillo","2","2","Tito Bustillo 2",14890,410,0.028,"14890±410","Ly-4212","Magdalenian","bone","intcal13"
"907","Tito Bustillo","5","5","Tito Bustillo 5",11270,150,0.013,"11270±150","GrN-13774","U Magdalenian",NA,"intcal13"
